,Age,Job,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,Outcome,CallStart,CallEnd,CallDurationMinutes
4415,40,blue-collar,married,primary,0,236,1,0,none,20,may,2,-1,0,none,10:59:47,11:02:34,2.0
4416,48,unemployed,single,tertiary,0,3229,0,0,none,16,jun,1,-1,0,none,11:57:59,12:16:08,18.0
4417,36,blue-collar,single,primary,0,20,1,0,none,21,may,14,-1,0,none,12:05:46,12:07:13,1.0
4418,42,admin.,divorced,secondary,0,24,1,0,cellular,6,may,2,-1,0,none,11:54:05,11:57:44,3.0
4419,32,management,married,tertiary,0,2431,1,0,cellular,14,may,5,-1,0,none,10:42:06,10:52:52,10.0
4420,37,management,married,tertiary,0,2987,1,0,cellular,13,may,1,87,10,success,09:41:08,09:44:44,3.0
4421,34,unemployed,single,secondary,0,1965,0,0,telephone,4,may,1,-1,0,none,17:28:02,17:39:56,11.0
4422,43,services,divorced,,0,159,0,0,none,16,jun,4,-1,0,none,09:00:29,09:02:21,1.0
4423,26,blue-collar,single,secondary,0,2007,0,0,cellular,13,jul,3,182,2,success,09:53:44,09:58:16,4.0
4424,32,technician,married,secondary,0,557,1,0,cellular,6,may,2,-1,0,none,13:53:19,13:54:50,1.0
4425,31,management,married,tertiary,0,537,1,0,cellular,18,aug,1,-1,0,none,15:42:42,15:46:18,3.0
4426,42,technician,married,secondary,0,-113,1,1,cellular,29,jul,5,-1,0,none,09:24:32,09:25:04,0.0
4427,57,management,divorced,,0,854,0,0,cellular,6,oct,1,40,5,success,14:22:43,14:30:43,8.0
4428,45,blue-collar,married,secondary,0,333,0,1,cellular,6,aug,2,-1,0,none,11:16:06,11:18:52,2.0
4429,43,blue-collar,married,primary,0,2598,0,0,cellular,5,may,2,-1,0,none,12:28:23,12:32:55,4.0
4430,38,technician,single,secondary,0,0,1,0,none,6,jun,1,-1,0,none,13:10:07,13:11:11,1.0
4431,33,management,married,tertiary,0,5289,1,0,cellular,6,may,2,-1,0,none,11:12:39,11:20:46,8.0
4432,29,student,married,tertiary,0,10596,1,0,cellular,12,apr,1,-1,0,none,14:57:59,15:00:22,2.0
4433,30,services,married,secondary,0,419,1,0,none,28,may,1,-1,0,none,13:27:41,13:34:11,6.0
4434,35,management,single,tertiary,1,-1980,1,1,cellular,11,aug,1,-1,0,none,14:38:13,14:42:00,3.0
4435,45,services,single,secondary,0,1378,1,0,cellular,15,may,5,372,2,failure,09:32:02,09:32:27,0.0
4436,30,technician,single,tertiary,0,290,0,0,cellular,11,aug,5,-1,0,none,11:46:23,11:54:28,8.0
4437,60,retired,divorced,secondary,0,545,1,0,none,6,may,1,-1,0,none,15:57:31,16:14:41,17.0
4438,30,admin.,single,secondary,0,0,0,0,cellular,4,sep,3,-1,0,none,11:22:42,11:27:58,5.0
4439,40,technician,married,secondary,0,17,0,0,telephone,17,nov,1,-1,0,none,16:36:32,16:39:44,3.0
4440,32,technician,married,secondary,0,84,0,1,cellular,29,jul,3,-1,0,none,16:05:59,16:12:42,6.0
4441,28,admin.,single,secondary,0,261,1,1,cellular,9,sep,2,98,4,success,10:25:31,10:29:50,4.0
4442,35,management,married,tertiary,0,0,1,1,cellular,6,may,1,351,1,other,16:10:46,16:12:39,1.0
4443,32,self-employed,married,primary,0,286,1,0,cellular,6,aug,1,-1,0,none,11:06:32,11:09:27,2.0
4444,45,admin.,divorced,tertiary,0,569,1,0,cellular,14,may,1,-1,0,none,10:32:56,10:36:44,3.0
4445,30,self-employed,single,tertiary,0,251,0,0,cellular,12,jul,1,-1,0,none,14:03:14,14:12:11,8.0
4446,58,entrepreneur,married,tertiary,0,2920,1,0,none,9,jun,1,-1,0,none,10:33:41,10:35:57,2.0
4447,39,housemaid,married,,0,9716,0,0,none,20,jun,2,-1,0,none,17:25:48,17:27:14,1.0
4448,29,blue-collar,married,primary,0,1615,1,0,none,28,may,1,-1,0,none,13:10:42,13:19:53,9.0
4449,27,management,single,tertiary,0,1720,0,0,cellular,15,jun,1,224,3,success,16:23:50,16:39:00,15.0
4450,73,management,married,tertiary,0,1609,0,0,cellular,14,jul,2,-1,0,none,17:27:26,17:30:15,2.0
4451,36,technician,married,secondary,0,30,0,0,cellular,27,aug,2,-1,0,none,12:02:37,12:04:28,1.0
4452,47,blue-collar,married,secondary,0,238,1,1,cellular,13,mar,1,-1,0,none,13:52:45,14:44:01,51.0
4453,33,management,single,tertiary,0,318,1,0,cellular,8,apr,1,141,3,other,14:05:04,14:24:54,19.0
4454,38,self-employed,single,secondary,0,4056,0,0,none,11,jun,2,-1,0,none,11:16:24,11:17:33,1.0
4455,52,retired,married,,0,293,0,0,none,11,jun,1,-1,0,none,17:43:21,17:55:07,11.0
4456,35,technician,married,tertiary,0,4,1,0,cellular,14,may,1,-1,0,none,10:10:32,10:12:00,1.0
4457,32,admin.,single,tertiary,0,594,1,0,none,13,may,2,-1,0,none,09:23:12,09:25:26,2.0
4458,32,management,married,tertiary,0,794,1,1,cellular,9,jul,1,-1,0,none,14:12:42,14:29:36,16.0
4459,46,self-employed,married,primary,0,2295,1,0,none,11,jun,1,-1,0,none,16:40:52,16:43:10,2.0
4460,35,management,married,tertiary,0,810,0,0,none,11,jun,4,-1,0,none,14:23:29,14:25:33,2.0
4461,58,housemaid,married,tertiary,0,1280,0,1,none,9,jun,1,-1,0,none,12:35:57,12:37:49,1.0
4462,37,admin.,single,secondary,0,862,0,0,cellular,21,jul,2,-1,0,none,09:11:01,09:13:33,2.0
4463,57,retired,married,secondary,0,3738,1,0,cellular,20,jul,2,92,8,failure,14:05:11,14:08:09,2.0
4464,72,retired,married,primary,0,2304,0,0,telephone,5,may,4,-1,0,none,15:51:45,16:00:15,8.0
4465,47,management,divorced,tertiary,0,2515,0,0,none,20,jun,3,-1,0,none,11:01:42,11:02:22,0.0
4466,50,admin.,married,secondary,0,4855,0,0,cellular,5,aug,2,-1,0,none,14:25:44,14:37:44,12.0
4467,77,retired,married,tertiary,0,699,0,0,cellular,13,aug,2,-1,0,none,09:42:49,09:49:54,7.0
4468,34,services,married,secondary,0,0,1,0,cellular,21,nov,1,-1,0,none,16:23:21,16:27:29,4.0
4469,38,management,divorced,tertiary,0,6368,1,0,cellular,4,may,4,-1,0,none,11:02:37,11:17:59,15.0
4470,29,housemaid,single,tertiary,0,2196,0,0,cellular,5,aug,1,-1,0,none,13:06:07,13:09:42,3.0
4471,41,services,married,primary,0,455,1,0,none,14,may,1,-1,0,none,12:50:35,12:51:55,1.0
4472,50,self-employed,married,secondary,0,38,1,0,cellular,9,jul,1,-1,0,none,11:29:40,11:30:22,0.0
4473,44,entrepreneur,married,secondary,0,692,0,0,none,18,jun,4,-1,0,none,15:32:49,15:34:02,1.0
4474,32,technician,married,secondary,0,484,1,0,cellular,12,aug,2,463,1,success,13:56:10,14:07:18,11.0
4475,47,management,married,tertiary,0,1147,0,0,cellular,2,jun,1,95,1,failure,10:04:47,10:15:41,10.0
4476,29,technician,single,tertiary,0,1185,1,0,none,26,may,1,-1,0,none,10:25:24,10:34:20,8.0
4477,34,management,single,tertiary,0,212,0,0,cellular,25,mar,8,-1,0,none,14:07:50,14:12:28,4.0
4478,34,services,married,secondary,0,703,0,0,cellular,17,apr,2,150,2,failure,16:55:39,17:00:21,4.0
4479,26,services,single,secondary,0,901,1,0,none,26,may,2,-1,0,none,14:10:03,14:22:47,12.0
4480,38,management,married,secondary,0,844,0,0,cellular,9,feb,7,-1,0,none,09:50:01,09:50:13,0.0
4481,35,technician,married,tertiary,0,1354,0,0,cellular,2,jun,2,-1,0,none,15:33:23,15:37:33,4.0
4482,34,blue-collar,single,secondary,0,47,1,0,cellular,14,apr,1,147,2,failure,14:22:15,14:26:07,3.0
4483,42,admin.,married,secondary,0,-396,1,0,cellular,11,may,1,308,4,failure,11:49:52,11:51:12,1.0
4484,66,management,married,,0,2149,1,0,cellular,25,feb,1,87,10,failure,14:52:36,14:54:14,1.0
4485,53,technician,married,tertiary,0,9001,0,0,cellular,5,apr,1,-1,0,none,09:23:29,09:26:19,2.0
4486,36,services,single,secondary,0,-253,1,0,cellular,14,apr,1,-1,0,none,12:13:56,12:31:49,17.0
4487,39,technician,married,secondary,0,287,1,0,none,23,may,1,-1,0,none,15:35:56,15:36:59,1.0
4488,31,management,married,tertiary,0,4015,1,0,cellular,2,feb,2,241,3,other,14:33:59,14:35:34,1.0
4489,61,blue-collar,married,secondary,0,272,0,0,cellular,29,oct,1,269,1,failure,15:06:09,15:11:27,5.0
4490,32,admin.,married,secondary,0,1293,1,0,none,7,may,2,-1,0,none,10:57:36,11:00:17,2.0
4491,48,blue-collar,married,primary,0,683,1,0,cellular,9,feb,5,209,12,failure,15:26:23,15:28:47,2.0
4492,45,admin.,married,secondary,0,67,0,0,cellular,5,feb,2,-1,0,none,17:33:07,17:38:33,5.0
4493,36,technician,married,secondary,0,72,1,0,cellular,19,nov,3,-1,0,none,13:15:26,13:18:52,3.0
4494,23,admin.,single,tertiary,0,230,0,0,cellular,5,jun,1,-1,0,none,16:59:59,17:04:23,4.0
4495,34,blue-collar,married,secondary,0,496,1,0,cellular,13,may,1,-1,0,none,11:21:39,11:27:12,5.0
4496,24,services,married,secondary,0,4500,1,0,cellular,11,may,2,-1,0,none,11:40:20,11:52:33,12.0
4497,55,technician,married,,0,240,1,0,cellular,2,aug,3,277,1,success,17:31:56,17:33:44,1.0
4498,49,technician,single,secondary,0,1245,0,0,cellular,29,apr,2,198,2,failure,17:04:14,17:06:09,1.0
4499,26,student,single,secondary,0,334,0,0,telephone,4,feb,1,-1,0,none,14:28:21,14:29:07,0.0
4500,32,self-employed,single,tertiary,0,0,1,0,cellular,6,may,1,-1,0,none,14:08:16,14:21:03,12.0
4501,55,blue-collar,married,secondary,0,840,1,0,none,6,may,2,-1,0,none,11:51:13,11:56:23,5.0
4502,34,management,married,tertiary,0,73,0,0,cellular,4,feb,2,-1,0,none,09:03:21,09:10:27,7.0
4503,23,management,single,tertiary,0,2143,0,0,cellular,30,mar,2,-1,0,none,11:54:04,11:57:04,3.0
4504,63,self-employed,married,tertiary,0,661,0,0,cellular,2,mar,2,-1,0,none,15:53:38,15:54:34,0.0
4505,32,blue-collar,married,secondary,0,335,1,0,cellular,13,may,3,370,1,failure,09:42:27,09:46:27,4.0
4506,33,self-employed,single,tertiary,0,94,1,0,cellular,5,may,2,-1,0,none,14:48:02,15:03:57,15.0
4507,34,blue-collar,married,secondary,0,1089,1,0,cellular,13,may,3,-1,0,none,09:45:09,09:51:43,6.0
4508,39,management,married,,0,76,0,0,cellular,15,sep,1,183,1,success,10:08:33,10:11:53,3.0
4509,37,technician,single,secondary,0,1211,1,0,none,21,may,1,-1,0,none,12:38:05,12:51:20,13.0
4510,30,management,married,tertiary,0,1221,1,0,telephone,25,jul,4,-1,0,none,12:40:53,12:45:32,4.0
4511,37,blue-collar,married,,0,444,0,0,cellular,1,oct,1,94,9,other,14:45:46,14:48:09,2.0
4512,46,technician,married,secondary,0,388,0,0,cellular,4,feb,9,7,1,other,17:08:30,17:08:36,0.0
4513,33,technician,single,secondary,0,3806,1,0,cellular,8,may,3,-1,0,none,15:23:39,15:25:14,1.0
4514,44,blue-collar,married,primary,0,194,1,0,none,28,may,2,-1,0,none,13:13:44,13:15:29,1.0
4515,42,management,married,tertiary,0,72,1,0,cellular,20,apr,2,348,3,failure,13:38:07,13:40:11,2.0
4516,48,management,married,tertiary,0,612,0,0,cellular,26,jul,7,292,1,other,15:55:44,15:57:10,1.0
4517,37,management,married,tertiary,0,115,0,0,none,7,may,1,-1,0,none,17:46:31,17:47:07,0.0
4518,57,management,married,tertiary,0,10583,0,0,cellular,28,sep,3,98,3,success,15:43:54,15:49:35,5.0
4519,38,technician,single,tertiary,0,23,0,0,cellular,23,jul,1,-1,0,none,10:09:21,10:12:35,3.0
4520,59,retired,married,primary,0,56,0,0,cellular,21,aug,5,-1,0,none,10:21:42,10:28:54,7.0
4521,34,management,married,secondary,0,29,0,1,cellular,17,jul,2,-1,0,none,10:35:21,10:36:55,1.0
4522,37,self-employed,married,tertiary,0,129,0,0,cellular,18,aug,2,-1,0,none,14:45:27,14:47:35,2.0
4523,33,technician,married,tertiary,0,8023,0,0,cellular,25,feb,1,87,4,failure,16:08:38,16:11:54,3.0
4524,36,self-employed,married,tertiary,0,107,1,0,none,6,may,1,-1,0,none,15:12:12,15:14:38,2.0
4525,33,admin.,divorced,secondary,0,661,1,0,cellular,11,aug,1,99,7,failure,12:43:22,12:45:10,1.0
4526,46,admin.,married,secondary,0,660,0,0,cellular,6,aug,2,-1,0,none,15:03:03,15:15:23,12.0
4527,43,technician,married,secondary,0,536,1,0,cellular,17,nov,1,-1,0,none,10:09:59,10:11:16,1.0
4528,33,blue-collar,married,secondary,0,328,1,0,cellular,20,apr,1,264,9,failure,09:42:11,09:43:23,1.0
4529,33,admin.,divorced,secondary,1,-18,1,0,cellular,6,may,1,359,3,failure,16:10:23,16:14:27,4.0
4530,53,blue-collar,married,primary,0,1294,0,0,none,28,oct,1,-1,0,none,12:16:41,12:17:52,1.0
4531,42,management,married,,0,587,1,0,none,19,jun,9,-1,0,none,09:26:22,09:26:38,0.0
4532,37,blue-collar,married,secondary,0,453,1,1,none,23,may,1,-1,0,none,09:05:42,09:07:20,1.0
4533,34,technician,single,secondary,0,1763,0,0,cellular,11,aug,2,-1,0,none,17:11:36,17:15:42,4.0
4534,30,technician,single,secondary,0,4787,1,0,cellular,18,nov,1,167,2,failure,15:30:38,15:35:04,4.0
4535,45,blue-collar,married,secondary,0,534,0,0,cellular,27,aug,6,-1,0,none,10:42:55,10:44:39,1.0
4536,32,blue-collar,single,primary,0,216,1,0,cellular,7,may,2,351,1,success,14:50:26,14:51:53,1.0
4537,43,blue-collar,married,secondary,0,1343,1,1,cellular,25,jul,2,-1,0,none,13:45:15,13:48:46,3.0
4538,49,admin.,divorced,secondary,0,560,1,0,cellular,25,jul,3,-1,0,none,16:41:56,16:43:21,1.0
4539,53,management,married,tertiary,0,232,1,0,telephone,29,jan,1,-1,0,none,15:00:08,15:00:40,0.0
4540,55,blue-collar,married,primary,0,1649,1,0,cellular,12,may,3,-1,0,none,13:34:01,13:34:53,0.0
4541,61,retired,married,primary,0,103,0,0,cellular,7,dec,1,-1,0,none,09:07:20,09:12:12,4.0
4542,34,services,married,secondary,0,2211,0,0,none,8,may,1,-1,0,none,13:08:56,13:11:25,2.0
4543,60,technician,married,primary,0,65,1,0,none,9,may,2,-1,0,none,17:45:19,18:02:27,17.0
4544,50,admin.,married,secondary,0,1138,1,1,cellular,31,jul,8,-1,0,none,12:39:57,12:41:10,1.0
4545,39,blue-collar,married,primary,0,118,0,0,cellular,3,feb,1,-1,0,none,14:08:11,14:23:17,15.0
4546,38,services,married,secondary,0,0,1,1,cellular,11,may,2,304,2,failure,10:21:59,10:24:04,2.0
4547,50,management,married,tertiary,0,536,0,0,none,20,jun,3,-1,0,none,13:27:49,13:29:04,1.0
4548,31,management,single,tertiary,0,0,1,0,none,23,may,1,-1,0,none,12:24:16,12:30:47,6.0
4549,43,services,single,secondary,0,518,1,0,cellular,11,may,1,370,1,failure,13:19:59,13:24:54,4.0
4550,29,management,single,tertiary,0,1218,0,0,cellular,30,jan,2,-1,0,none,10:13:57,10:18:15,4.0
4551,33,blue-collar,divorced,secondary,0,3546,1,0,none,23,may,2,-1,0,none,11:36:18,11:49:15,12.0
4552,57,retired,married,secondary,0,5313,0,0,cellular,16,dec,2,196,1,success,17:57:09,18:01:52,4.0
4553,33,management,married,,0,117,0,1,cellular,9,jul,2,-1,0,none,09:22:19,09:24:32,2.0
4554,56,retired,married,,0,4391,1,0,none,16,may,1,-1,0,none,13:16:34,13:21:25,4.0
4555,36,management,married,tertiary,0,203,0,0,cellular,29,oct,1,-1,0,none,13:21:22,13:23:41,2.0
4556,50,admin.,divorced,secondary,0,86,0,0,cellular,28,jul,7,-1,0,none,11:23:27,11:24:32,1.0
4557,32,management,married,tertiary,0,4,0,0,cellular,22,aug,4,-1,0,none,13:47:02,13:50:17,3.0
4558,26,technician,married,secondary,0,523,0,0,cellular,4,jun,1,126,1,failure,13:38:42,13:42:23,3.0
4559,53,admin.,married,secondary,0,3765,0,0,none,20,jun,3,-1,0,none,15:28:40,15:46:54,18.0
4560,35,management,married,tertiary,0,1473,1,1,cellular,16,apr,3,-1,0,none,17:46:44,17:49:40,2.0
4561,57,technician,married,secondary,0,28,1,0,cellular,8,may,1,358,1,failure,17:59:19,18:02:02,2.0
4562,54,management,divorced,tertiary,0,-449,1,0,cellular,14,may,1,-1,0,none,16:14:19,16:25:50,11.0
4563,31,student,single,secondary,0,1776,0,0,cellular,15,jun,1,207,1,other,11:31:43,11:35:23,3.0
4564,38,housemaid,divorced,secondary,0,70,0,0,cellular,27,oct,3,148,1,success,17:59:32,18:03:47,4.0
4565,43,management,married,tertiary,0,354,0,0,cellular,14,aug,10,-1,0,none,09:26:04,09:28:53,2.0
4566,34,management,married,tertiary,0,703,1,0,cellular,14,apr,1,-1,0,none,10:08:09,10:13:51,5.0
4567,72,retired,married,tertiary,0,2,0,0,cellular,7,aug,2,-1,0,none,13:12:53,13:15:20,2.0
4568,27,technician,single,secondary,0,489,1,0,cellular,30,jul,4,-1,0,none,14:43:23,14:49:19,5.0
4569,36,management,married,tertiary,0,93,0,0,cellular,12,jul,2,182,7,failure,15:03:10,15:07:32,4.0
4570,43,blue-collar,married,secondary,0,3060,1,0,none,15,may,2,-1,0,none,12:20:13,12:24:26,4.0
4571,36,management,single,,0,62,0,0,cellular,13,jul,1,91,2,success,15:24:31,15:29:42,5.0
4572,47,management,married,tertiary,0,288,0,0,cellular,31,mar,1,181,1,success,14:19:07,14:22:20,3.0
4573,40,services,married,secondary,0,17,0,0,cellular,4,jun,1,-1,0,none,11:17:30,11:18:48,1.0
4574,50,management,married,tertiary,0,19,0,1,cellular,23,jul,1,-1,0,none,15:18:15,15:21:40,3.0
4575,42,technician,married,primary,0,275,0,0,cellular,31,jul,9,-1,0,none,10:45:16,10:46:07,0.0
4576,50,technician,divorced,secondary,0,148,1,0,cellular,17,apr,2,-1,0,none,15:44:44,15:51:37,6.0
4577,76,retired,married,primary,0,3324,0,0,cellular,13,aug,2,192,1,failure,15:56:34,16:00:21,3.0
4578,55,blue-collar,married,secondary,0,3917,1,0,cellular,18,may,1,-1,0,none,11:39:04,11:48:29,9.0
4579,25,blue-collar,married,secondary,0,97,1,0,none,27,may,1,-1,0,none,10:27:14,10:39:03,11.0
4580,58,unemployed,married,primary,0,1183,0,0,cellular,31,jul,5,-1,0,none,11:20:26,11:49:07,28.0
4581,28,management,single,tertiary,0,502,0,0,cellular,16,jun,2,-1,0,none,14:04:47,14:07:03,2.0
4582,52,unemployed,married,secondary,0,94,0,0,cellular,30,apr,1,-1,0,none,12:21:49,12:25:53,4.0
4583,53,services,married,secondary,0,197,1,0,cellular,17,apr,1,-1,0,none,15:54:29,15:59:36,5.0
4584,30,blue-collar,single,secondary,0,348,1,0,cellular,14,may,3,358,1,other,14:03:26,14:03:40,0.0
4585,31,admin.,single,secondary,0,2104,1,0,none,3,jun,1,-1,0,none,16:20:58,16:28:33,7.0
4586,30,admin.,married,tertiary,0,1717,0,1,none,2,jul,2,-1,0,none,12:43:28,12:47:06,3.0
4587,50,management,married,tertiary,0,1759,0,0,cellular,19,aug,2,-1,0,none,17:24:32,17:26:13,1.0
4588,56,technician,married,tertiary,0,1062,0,0,none,20,jun,2,-1,0,none,17:59:19,17:59:56,0.0
4589,37,housemaid,divorced,secondary,0,1040,1,0,cellular,21,nov,1,184,1,other,15:18:55,15:28:22,9.0
4590,53,entrepreneur,divorced,,0,4736,1,0,none,3,jun,5,-1,0,none,16:16:29,16:27:45,11.0
4591,47,admin.,married,tertiary,0,1979,0,0,cellular,18,aug,6,-1,0,none,12:28:26,12:31:53,3.0
4592,56,management,married,tertiary,0,6798,1,0,cellular,17,nov,1,-1,0,none,10:17:58,10:22:08,4.0
4593,32,management,single,tertiary,0,312,0,0,cellular,26,may,2,98,2,success,10:12:13,10:15:41,3.0
4594,33,management,divorced,tertiary,0,471,0,0,none,23,may,4,-1,0,none,09:11:24,09:14:59,3.0
4595,31,management,single,tertiary,0,4718,1,0,cellular,21,nov,1,-1,0,none,14:08:50,14:17:46,8.0
4596,31,management,married,tertiary,0,1755,1,0,none,21,may,2,-1,0,none,17:35:30,17:45:18,9.0
4597,49,technician,married,tertiary,0,1071,0,0,cellular,17,jun,1,-1,0,none,13:31:44,13:34:33,2.0
4598,43,technician,single,secondary,0,293,1,0,none,15,may,1,-1,0,none,11:45:57,11:46:46,0.0
4599,43,management,married,tertiary,0,0,0,0,cellular,18,jul,1,-1,0,none,14:01:08,14:02:58,1.0
4600,69,retired,married,primary,0,2346,0,0,cellular,11,feb,2,-1,0,none,17:32:22,17:38:16,5.0
4601,23,student,single,secondary,0,381,0,0,cellular,23,feb,1,189,2,other,17:49:38,18:01:14,11.0
4602,43,management,married,tertiary,0,41630,0,0,cellular,18,aug,4,-1,0,none,11:46:17,11:47:25,1.0
4603,53,admin.,married,primary,0,228,1,0,none,16,may,1,-1,0,none,10:26:37,10:28:14,1.0
4604,36,admin.,single,secondary,0,733,1,0,cellular,20,apr,1,322,2,other,11:28:55,11:31:51,2.0
4605,25,blue-collar,single,secondary,0,303,0,0,cellular,18,jun,1,92,1,success,10:43:37,10:47:49,4.0
4606,23,management,single,tertiary,0,1506,0,0,cellular,9,mar,4,-1,0,none,13:46:22,13:48:33,2.0
4607,43,management,single,tertiary,0,483,0,0,cellular,19,aug,6,-1,0,none,11:26:08,11:41:58,15.0
4608,35,unemployed,single,tertiary,0,415,0,0,cellular,4,feb,1,176,1,failure,13:39:03,13:49:52,10.0
4609,29,technician,single,tertiary,0,2489,1,0,cellular,3,mar,1,86,5,failure,10:25:53,10:31:48,5.0
4610,28,unemployed,single,tertiary,0,1010,1,0,none,4,jun,2,-1,0,none,09:38:24,09:41:18,2.0
4611,36,blue-collar,married,primary,0,70,1,0,cellular,28,jan,1,-1,0,none,16:51:06,16:53:50,2.0
4612,31,management,married,tertiary,0,6138,0,0,cellular,16,oct,2,119,5,failure,14:10:53,14:13:27,2.0
4613,53,housemaid,married,primary,0,-286,1,0,cellular,9,jul,1,-1,0,none,09:21:47,09:23:53,2.0
4614,25,blue-collar,single,secondary,0,389,0,0,cellular,3,jun,1,-1,0,none,15:06:21,15:20:18,13.0
4615,46,management,married,,0,2466,0,0,telephone,1,apr,3,370,1,failure,13:46:15,13:49:51,3.0
4616,76,retired,married,secondary,0,242,0,0,telephone,16,sep,3,-1,0,none,15:19:23,15:35:57,16.0
4617,41,blue-collar,single,secondary,0,1880,0,1,cellular,14,may,1,356,10,other,15:36:34,15:37:09,0.0
4618,36,admin.,married,tertiary,0,0,1,0,cellular,22,jul,1,-1,0,none,13:56:43,13:57:45,1.0
4619,28,management,single,tertiary,0,874,1,0,cellular,5,jun,1,-1,0,none,12:44:43,12:53:12,8.0
4620,28,management,single,tertiary,0,278,0,1,cellular,29,jan,1,-1,0,none,10:16:10,10:19:24,3.0
4621,32,admin.,married,secondary,0,51,1,1,cellular,7,jul,1,-1,0,none,13:22:06,13:27:03,4.0
4622,72,retired,married,primary,0,4657,0,0,cellular,22,dec,3,309,5,success,16:30:12,16:35:17,5.0
4623,41,blue-collar,married,primary,0,164,1,0,cellular,12,may,4,330,11,other,10:53:28,10:55:58,2.0
4624,32,admin.,married,secondary,0,9049,1,0,cellular,21,nov,1,-1,0,none,11:42:05,11:51:01,8.0
4625,45,services,married,secondary,0,770,1,0,cellular,8,may,1,-1,0,none,14:00:13,14:02:07,1.0
4626,33,admin.,married,secondary,0,30,1,0,telephone,5,may,2,-1,0,none,09:54:21,09:56:26,2.0
4627,32,technician,single,tertiary,0,1710,1,0,cellular,15,may,1,175,3,other,12:13:30,12:20:49,7.0
4628,18,student,single,,0,348,0,0,cellular,5,may,4,-1,0,none,10:47:11,10:54:34,7.0
4629,50,technician,divorced,,0,2794,0,0,cellular,12,aug,2,-1,0,none,16:57:03,17:19:19,22.0
4630,37,management,married,tertiary,0,1276,0,0,cellular,16,nov,1,94,2,success,10:48:26,10:50:52,2.0
4631,29,self-employed,single,tertiary,0,3290,0,0,cellular,23,mar,1,291,2,success,10:17:28,10:19:44,2.0
4632,46,blue-collar,married,primary,0,648,0,0,cellular,14,aug,4,-1,0,none,15:55:27,15:56:26,0.0
4633,54,unemployed,divorced,secondary,0,309,0,0,cellular,20,apr,1,-1,0,none,14:03:08,14:07:09,4.0
4634,37,self-employed,married,secondary,1,0,1,0,cellular,17,jul,1,-1,0,none,17:54:09,17:56:47,2.0
4635,49,self-employed,divorced,secondary,0,6116,1,0,cellular,21,nov,1,-1,0,none,12:12:38,12:13:21,0.0
4636,34,management,single,tertiary,0,2646,0,0,cellular,14,apr,1,-1,0,none,15:11:43,15:14:05,2.0
4637,29,services,married,secondary,0,1135,1,0,cellular,26,may,2,98,1,success,12:30:23,12:37:10,6.0
4638,33,unemployed,divorced,secondary,0,0,1,0,cellular,18,nov,2,-1,0,none,13:26:34,13:28:05,1.0
4639,52,blue-collar,married,primary,0,281,1,0,cellular,16,apr,4,335,3,other,11:47:38,11:48:33,0.0
4640,32,self-employed,single,tertiary,0,2559,0,0,cellular,7,jul,1,-1,0,none,15:01:06,15:15:55,14.0
4641,40,blue-collar,married,secondary,0,-648,1,0,cellular,21,nov,2,-1,0,none,10:15:33,10:20:13,4.0
4642,56,unemployed,married,secondary,0,216,0,0,none,19,jun,1,-1,0,none,10:47:41,10:48:58,1.0
4643,43,management,married,secondary,0,10273,0,0,cellular,7,aug,2,-1,0,none,14:56:56,15:02:55,5.0
4644,30,blue-collar,married,secondary,0,322,1,0,cellular,20,apr,2,326,1,other,11:46:33,11:49:43,3.0
4645,38,management,married,tertiary,0,0,1,0,telephone,12,dec,1,-1,0,none,15:49:56,15:52:12,2.0
4646,48,management,married,primary,0,3230,1,0,telephone,20,nov,3,-1,0,none,14:43:52,14:47:19,3.0
4647,52,technician,divorced,secondary,0,935,0,0,none,1,jul,1,-1,0,none,13:32:16,13:33:42,1.0
4648,30,services,married,secondary,0,-27,1,0,cellular,18,jul,1,-1,0,none,11:25:08,11:26:13,1.0
4649,22,blue-collar,single,secondary,0,682,0,0,cellular,5,jun,2,91,1,success,09:32:32,09:34:38,2.0
4650,50,self-employed,divorced,tertiary,0,13,1,0,cellular,20,apr,1,-1,0,none,11:44:45,11:46:01,1.0
4651,41,technician,single,secondary,0,30,0,0,none,23,may,1,-1,0,none,13:53:18,14:10:01,16.0
4652,32,blue-collar,married,primary,0,0,1,1,cellular,8,may,2,361,4,failure,10:22:35,10:23:57,1.0
4653,26,services,single,secondary,0,-189,0,1,cellular,17,jul,2,-1,0,none,14:35:38,14:44:36,8.0
4654,55,retired,married,primary,0,3334,0,0,cellular,14,aug,4,-1,0,none,15:58:39,16:09:11,10.0
4655,41,blue-collar,married,secondary,0,5517,1,0,cellular,10,jul,1,-1,0,none,15:19:42,15:29:26,9.0
4656,60,retired,married,secondary,0,90,1,0,cellular,25,jul,3,-1,0,none,16:20:47,16:21:28,0.0
4657,43,services,married,secondary,0,3608,1,0,none,16,may,6,-1,0,none,10:02:52,10:05:37,2.0
4658,35,unemployed,married,,0,144,0,0,cellular,30,jul,3,-1,0,none,16:38:09,16:41:16,3.0
4659,29,blue-collar,married,secondary,0,7863,1,0,cellular,14,may,1,-1,0,none,09:32:11,09:51:00,18.0
4660,30,management,married,tertiary,0,1185,1,0,cellular,21,jul,4,-1,0,none,15:42:22,15:57:03,14.0
