@relation knn

@attribute Marital numeric
@attribute Age numeric
@attribute Balance numeric
@attribute NoOfContacts numeric
@attribute CallDurationMinutes numeric

@data
2,28,12956,1,15
1,39,1044,1,2
1,50,414,1,11
0,56,408,1,4
1,36,1006,2,1
1,45,571,5,6
1,38,4383,4,23
1,41,1236,3,15
1,57,109,4,2
1,29,168,1,1
1,38,1092,1,5
1,53,104,1,11
1,60,781,5,2
1,43,10072,1,1
1,36,1145,2,3
2,28,6332,1,2
1,68,0,1,9
1,47,194,1,1
1,43,469,2,1
1,36,-206,1,2
1,34,2137,4,4
1,31,81,2,2
0,59,2396,1,8
1,40,4853,2,3
1,46,547,2,1
1,44,3373,2,0
2,37,3326,1,13
1,41,803,4,9
2,32,792,2,3
1,46,7934,1,2
1,42,3717,1,3
1,50,517,2,7
1,64,846,1,11
1,46,336,3,4
1,38,384,3,31
0,49,-1547,3,8
1,52,0,1,24
0,32,88,3,0
1,59,-396,1,3
2,33,109,2,10
1,45,0,1,10
1,60,11,1,4
1,60,4903,1,4
0,47,225,4,18
2,40,816,8,1
0,34,259,2,5
0,37,295,3,3
0,37,34,3,2
2,37,156,10,0
2,33,211,2,3
1,79,723,1,4
1,61,1046,1,2
2,34,1974,1,5
2,33,99,3,3
1,35,188,2,31
2,34,13014,1,10
2,41,1618,1,25
1,25,806,2,3
2,40,0,1,10
2,45,2532,6,1
2,39,113,9,0
1,47,1374,2,7
2,33,1994,9,0
1,32,51,1,3
0,43,2367,2,2
1,56,272,2,1
2,28,292,1,0
1,35,-468,8,9
2,30,863,5,19
2,50,3537,1,5
1,34,649,1,3
1,51,413,2,1
0,58,1321,6,2
1,38,0,1,3
1,52,-1,3,2
2,50,709,1,3
1,46,2367,3,1
2,24,753,15,4
2,33,6807,2,8
2,28,261,3,4
1,45,8680,1,8
2,35,353,1,9
1,39,508,1,7
1,51,0,5,0
2,26,81,2,13
1,44,-101,1,11
2,31,183,4,2
0,58,5037,2,23
2,27,644,1,10
1,31,671,4,11
2,33,1271,3,10
1,59,2396,6,17
0,42,7702,2,2
2,26,102,2,10
1,36,828,1,25
2,40,-199,1,1
1,59,7766,1,23
2,28,322,2,4
2,33,0,2,1
1,46,6150,2,2
2,25,155,3,3
2,33,923,6,1
2,39,375,2,1
1,40,2591,1,6
1,35,1201,1,8
1,32,2667,1,4
1,37,2741,4,3
2,31,0,2,13
1,33,13160,1,3
1,39,251,2,5
2,34,5969,2,7
2,30,332,3,7
2,23,780,1,6
1,42,-336,2,2
2,28,1414,1,4
2,26,3511,2,7
1,55,1569,4,2
2,31,223,1,8
2,30,914,3,8
2,31,0,34,0
2,32,26,6,0
2,29,369,5,2
2,26,152,2,2
2,44,483,2,3
1,35,0,4,10
1,47,293,1,4
1,32,38,1,12
1,34,634,3,12
1,46,3308,1,2
0,41,475,7,0
1,25,0,9,7
2,26,3466,2,4
1,43,56,3,10
0,52,1256,3,8
2,26,1444,5,2
1,37,1399,1,7
1,42,8238,2,1
2,36,0,1,0
2,38,1612,1,7
1,53,0,1,2
2,40,39,2,2
1,54,831,1,2
2,31,1836,2,2
2,33,373,1,4
1,45,4119,2,7
2,29,3317,7,10
1,62,3114,2,4
1,49,543,3,3
1,34,1,2,8
1,44,522,1,15
1,41,39,2,9
2,28,5916,1,5
2,37,1590,5,2
1,56,107,4,0
1,29,314,2,15
2,29,4331,1,10
2,30,239,1,13
1,32,-1,1,10
1,47,1747,1,5
1,48,-998,1,2
1,26,557,2,4
1,36,11650,1,4
0,47,-480,1,6
2,55,1092,4,3
1,45,4,9,11
2,24,1030,2,6
1,78,4807,2,14
2,37,1027,1,5
2,27,279,1,5
1,40,865,2,2
2,25,192,2,1
1,50,14,1,1
1,33,404,1,2
1,44,-204,1,1
1,32,284,3,11
1,49,387,1,5
1,61,280,3,1
0,58,3237,1,10
0,49,24,1,11
1,31,1064,1,1
1,44,-99,2,1
1,43,107,1,2
1,33,95,1,5
1,50,565,3,0
1,49,217,2,8
0,50,1088,1,12
1,49,788,7,2
2,36,0,2,2
1,66,154,5,4
0,38,465,3,0
1,35,1057,2,15
1,58,1301,1,4
0,54,477,4,5
1,33,-208,3,5
2,30,916,2,7
1,39,2869,1,1
1,37,616,1,0
2,32,2016,1,3
1,33,79,1,6
1,35,294,1,5
1,38,-228,4,2
1,79,2661,5,4
0,38,198,2,7
1,54,23,3,0
1,45,925,2,6
1,31,1716,2,9
2,28,2489,2,5
2,29,658,2,3
1,27,61,1,16
1,40,1349,3,1
1,49,3728,2,17
1,33,0,1,3
2,24,-256,2,1
2,30,3340,3,3
2,24,454,1,2
2,22,216,1,2
1,35,6851,1,3
1,58,1241,2,3
0,33,5,1,22
1,30,1825,1,2
2,36,1743,2,7
2,25,303,1,4
1,49,78,3,1
1,42,187,1,0
2,41,1646,3,2
2,54,118,1,4
2,46,283,1,4
2,36,904,9,0
2,30,3026,1,4
0,33,557,1,1
2,30,399,3,2
2,36,380,1,2
1,42,-245,1,1
1,43,1495,1,2
1,50,2641,3,1
1,45,-33,3,3
0,44,5773,6,9
2,25,959,5,2
1,59,42,1,0
1,41,235,1,3
1,52,193,1,6
1,59,4263,2,7
1,53,195,1,7
2,46,1527,3,5
1,32,424,2,5
0,68,2027,2,6
2,37,23,1,3
2,31,244,4,2
1,47,1917,2,0
2,34,2187,5,0
1,46,96,2,2
1,52,195,1,3
1,54,2587,2,3
1,51,480,1,3
0,32,0,2,9
1,36,1184,1,17
0,40,452,1,1
2,36,2944,8,14
1,75,4912,2,3
2,38,3316,3,22
0,39,284,8,3
1,52,730,2,3
1,51,606,9,9
1,54,602,2,2
2,38,2543,1,3
1,70,6422,1,2
1,49,1415,2,4
2,34,20,2,4
1,53,238,2,3
1,36,378,1,20
1,40,607,1,7
1,34,457,1,4
1,29,111,1,1
2,33,241,1,8
1,27,616,1,4
1,36,1049,4,3
1,33,74,2,1
2,23,1234,1,6
1,38,22,4,5
1,52,6657,1,15
0,56,146,3,6
1,40,10406,2,5
1,41,6060,2,1
2,31,165,2,8
2,30,2876,4,1
1,46,-339,2,3
0,30,436,1,28
1,78,8556,2,2
2,27,181,1,2
1,42,1536,1,2
2,33,901,5,0
1,46,369,2,15
1,49,783,4,2
2,21,423,5,4
1,31,3706,1,2
1,51,2127,1,2
1,44,8262,1,2
2,30,-158,1,7
2,31,0,5,0
1,29,424,2,4
2,33,4996,1,3
1,55,1633,1,3
1,49,8413,6,2
2,32,160,1,0
1,33,0,7,0
1,51,3764,3,7
1,49,377,1,2
0,49,-46,10,17
1,37,96,1,1
2,32,687,1,2
1,39,5495,6,6
1,55,169,2,10
0,40,21,1,9
1,65,4717,1,4
1,62,1859,3,4
2,37,3665,3,11
0,43,-287,4,9
1,54,395,1,3
1,49,-42,4,9
1,43,960,2,4
1,46,922,1,9
2,28,227,1,4
2,32,121,1,12
1,51,-267,2,3
1,41,30,1,7
0,52,-558,5,2
1,38,1280,1,15
1,50,1458,1,1
0,32,130,3,3
2,33,1962,1,6
0,44,-368,1,14
1,44,146,1,8
1,32,501,5,0
1,54,1633,2,6
1,42,206,2,11
1,33,529,3,3
0,50,1790,3,12
1,30,4733,2,1
2,33,1623,3,4
1,42,263,1,4
1,29,-211,1,0
1,58,183,5,2
1,51,-1944,1,10
2,30,-36,9,9
2,22,780,3,4
2,37,483,11,0
1,54,214,2,7
1,53,8563,1,1
1,58,4158,2,7
1,39,53,1,4
1,64,4688,1,3
1,54,1451,7,5
2,49,48,3,7
2,72,1285,4,8
2,28,0,3,2
1,34,1337,2,5
2,26,-122,3,11
1,62,5008,2,2
2,31,216,1,2
1,52,955,2,5
1,40,472,2,1
2,32,324,1,7
1,41,27696,2,2
1,39,-197,2,3
1,60,10861,1,1
1,44,-237,1,1
2,32,148,1,2
0,54,447,4,2
1,44,1590,1,5
2,32,258,3,1
2,36,12264,1,4
0,44,0,3,8
1,32,-428,1,8
1,30,0,4,11
1,33,334,1,1
1,36,537,6,2
1,51,97,2,4
2,29,224,2,1
1,53,1925,1,2
1,34,806,3,4
1,37,-1006,2,3
0,40,1077,1,5
1,45,1118,1,0
1,37,2120,4,2
0,56,442,3,1
1,39,16,1,0
1,26,450,1,21
1,36,6138,4,5
2,30,3473,2,20
2,25,1242,2,10
2,34,2945,1,4
2,33,498,1,5
1,26,1595,1,2
1,45,300,1,3
2,39,1163,3,7
1,59,0,1,16
1,31,1801,1,2
2,29,983,2,16
2,30,114,10,1
1,43,3917,1,2
1,45,3643,1,2
1,57,162,1,2
1,35,2161,3,9
2,23,1393,8,0
1,39,2139,4,9
2,27,118,3,2
1,75,3771,1,3
2,48,318,4,16
0,60,979,1,5
1,56,170,2,3
1,40,236,2,2
2,48,3229,1,18
2,36,20,14,1
0,42,24,2,3
1,32,2431,5,10
1,37,2987,1,3
2,34,1965,1,11
0,43,159,4,1
2,26,2007,3,4
1,32,557,2,1
1,31,537,1,3
1,42,-113,5,0
0,57,854,1,8
1,45,333,2,2
1,43,2598,2,4
2,38,0,1,1
1,33,5289,2,8
1,29,10596,1,2
1,30,419,1,6
2,35,-1980,1,3
2,45,1378,5,0
2,30,290,5,8
0,60,545,1,17
2,30,0,3,5
1,40,17,1,3
1,32,84,3,6
2,28,261,2,4
1,35,0,1,1
1,32,286,1,2
0,45,569,1,3
2,30,251,1,8
1,58,2920,1,2
1,39,9716,2,1
1,29,1615,1,9
2,27,1720,1,15
1,73,1609,2,2
1,36,30,2,1
1,47,238,1,51
2,33,318,1,19
2,38,4056,2,1
1,52,293,1,11
1,35,4,1,1
2,32,594,2,2
1,32,794,1,16
1,46,2295,1,2
1,35,810,4,2
1,58,1280,1,1
2,37,862,2,2
1,57,3738,2,2
1,72,2304,4,8
0,47,2515,3,0
1,50,4855,2,12
1,77,699,2,7
1,34,0,1,4
0,38,6368,4,15
2,29,2196,1,3
1,41,455,1,1
1,50,38,1,0
1,44,692,4,1
1,32,484,2,11
1,47,1147,1,10
2,29,1185,1,8
2,34,212,8,4
1,34,703,2,4
2,26,901,2,12
1,38,844,7,0
1,35,1354,2,4
2,34,47,1,3
1,42,-396,1,1
1,66,2149,1,1
1,53,9001,1,2
2,36,-253,1,17
1,39,287,1,1
1,31,4015,2,1
1,61,272,1,5
1,32,1293,2,2
1,48,683,5,2
1,45,67,2,5
1,36,72,3,3
2,23,230,1,4
1,34,496,1,5
1,24,4500,2,12
1,55,240,3,1
2,49,1245,2,1
2,26,334,1,0
2,32,0,1,12
1,55,840,2,5
1,34,73,2,7
2,23,2143,2,3
1,63,661,2,0
1,32,335,3,4
2,33,94,2,15
1,34,1089,3,6
1,39,76,1,3
2,37,1211,1,13
1,30,1221,4,4
1,37,444,1,2
1,46,388,9,0
2,33,3806,3,1
1,44,194,2,1
1,42,72,2,2
1,48,612,7,1
1,37,115,1,0
1,57,10583,3,5
2,38,23,1,3
1,59,56,5,7
1,34,29,2,1
1,37,129,2,2
1,33,8023,1,3
1,36,107,1,2
0,33,661,1,1
1,46,660,2,12
1,43,536,1,1
1,33,328,1,1
0,33,-18,1,4
1,53,1294,1,1
1,42,587,9,0
1,37,453,1,1
2,34,1763,2,4
2,30,4787,1,4
1,45,534,6,1
2,32,216,2,1
1,43,1343,2,3
0,49,560,3,1
1,53,232,1,0
1,55,1649,3,0
1,61,103,1,4
1,34,2211,1,2
1,60,65,2,17
1,50,1138,8,1
1,39,118,1,15
1,38,0,2,2
1,50,536,3,1
2,31,0,1,6
2,43,518,1,4
2,29,1218,2,4
0,33,3546,2,12
1,57,5313,2,4
1,33,117,2,2
1,56,4391,1,4
1,36,203,1,2
0,50,86,7,1
1,32,4,4,3
1,26,523,1,3
1,53,3765,3,18
1,35,1473,3,2
1,57,28,1,2
0,54,-449,1,11
2,31,1776,1,3
0,38,70,3,4
1,43,354,10,2
1,34,703,1,5
1,72,2,2,2
2,27,489,4,5
1,36,93,2,4
1,43,3060,2,4
2,36,62,1,5
1,47,288,1,3
1,40,17,1,1
1,50,19,1,3
1,42,275,9,0
0,50,148,2,6
1,76,3324,2,3
1,55,3917,1,9
1,25,97,1,11
1,58,1183,5,28
2,28,502,2,2
1,52,94,1,4
1,53,197,1,5
2,30,348,3,0
2,31,2104,1,7
1,30,1717,2,3
1,50,1759,2,1
1,56,1062,2,0
0,37,1040,1,9
0,53,4736,5,11
1,47,1979,6,3
1,56,6798,1,4
2,32,312,2,3
0,33,471,4,3
2,31,4718,1,8
1,31,1755,2,9
1,49,1071,1,2
2,43,293,1,0
1,43,0,1,1
1,69,2346,2,5
2,23,381,1,11
1,43,41630,4,1
1,53,228,1,1
2,36,733,1,2
2,25,303,1,4
2,23,1506,4,2
2,43,483,6,15
2,35,415,1,10
2,29,2489,1,5
2,28,1010,2,2
1,36,70,1,2
1,31,6138,2,2
1,53,-286,1,2
2,25,389,1,13
1,46,2466,3,3
1,76,242,3,16
2,41,1880,1,0
1,36,0,1,1
2,28,874,1,8
2,28,278,1,3
1,32,51,1,4
1,72,4657,3,5
1,41,164,4,2
1,32,9049,1,8
1,45,770,1,1
1,33,30,2,2
2,32,1710,1,7
2,18,348,4,7
0,50,2794,2,22
1,37,1276,1,2
2,29,3290,1,2
1,46,648,4,0
0,54,309,1,4
1,37,0,1,2
0,49,6116,1,0
2,34,2646,1,2
1,29,1135,2,6
0,33,0,2,1
1,52,281,4,0
2,32,2559,1,14
1,40,-648,2,4
1,56,216,1,1
1,43,10273,2,5
1,30,322,2,3
1,38,0,1,2
1,48,3230,3,3
0,52,935,1,1
1,30,-27,1,1
2,22,682,2,2
0,50,13,1,1
2,41,30,1,16
1,32,0,2,1
2,26,-189,2,8
1,55,3334,4,10
1,41,5517,1,9
1,60,90,3,0
1,43,3608,6,2
1,35,144,3,3
1,29,7863,1,18
1,30,1185,4,14
2,44,1548,6,1
2,34,0,2,3
1,39,130,6,2
1,29,95,3,2
0,34,172,1,2
1,81,1154,1,3
1,36,9,4,6
1,64,1574,3,5
1,40,2338,2,11
1,47,286,7,9
1,69,0,1,11
0,55,309,2,7
1,52,117,3,15
2,57,6056,5,0
2,34,5057,1,1
2,26,222,1,5
1,59,143,1,0
2,29,1377,2,9
1,40,-23,3,12
1,36,319,2,12
1,37,0,3,1
1,44,-314,3,2
1,70,44,2,18
0,52,-779,1,11
2,25,431,1,8
1,33,369,1,7
1,40,0,3,6
1,53,-197,1,2
1,54,473,1,3
1,45,1206,1,5
1,34,1406,2,1
1,56,1694,10,13
1,51,257,4,7
1,39,1966,1,3
1,37,24,1,2
1,49,3726,2,14
2,47,917,2,4
0,53,28,4,11
2,23,870,4,5
2,41,397,15,0
1,59,259,1,3
1,57,2774,6,4
2,35,62,3,3
1,54,-58,4,2
2,25,51,3,1
1,49,1644,4,3
1,43,1258,1,5
1,49,64,1,9
1,38,217,3,1
0,35,543,2,10
2,35,62,1,1
2,33,101,1,6
1,35,4508,1,14
1,38,293,1,1
1,49,597,2,2
1,33,609,2,3
1,40,1108,2,2
1,39,1795,7,15
2,29,0,1,3
1,38,664,2,4
2,31,1536,1,6
1,53,0,3,1
1,35,1317,4,1
1,34,309,1,9
0,59,0,1,1
2,36,0,1,2
1,44,5181,7,0
2,29,268,1,11
1,35,1629,4,10
1,39,186,1,7
1,50,370,6,0
2,26,237,3,18
2,49,655,5,0
1,65,2,1,7
1,43,1579,1,2
1,36,3057,4,46
1,39,823,2,13
1,52,335,1,6
1,55,-2,1,1
1,92,775,4,2
2,30,6900,1,13
1,33,1211,1,8
0,54,0,1,2
2,30,-3,4,0
2,25,2354,1,2
2,28,4253,6,5
2,28,0,1,3
1,56,1210,1,15
0,37,79,1,3
2,38,-327,5,5
1,50,791,5,0
2,32,935,1,2
1,75,291,1,8
2,34,1058,2,14
0,33,176,1,10
2,34,1228,8,4
2,37,309,3,0
1,47,292,1,4
1,38,1131,3,1
2,41,-675,4,2
1,33,3132,5,5
1,49,3554,1,0
1,43,-150,2,1
2,34,-30,3,22
2,43,-50,2,0
1,63,1486,5,11
1,39,451,1,6
2,27,147,5,1
0,54,487,4,13
1,48,443,2,3
1,60,631,2,7
1,32,3052,3,4
1,49,3309,2,5
1,47,-1531,8,2
1,34,635,1,4
2,30,872,1,1
1,57,571,2,3
1,31,393,2,5
2,35,507,2,9
1,35,2953,2,1
1,60,544,7,1
1,33,1240,1,14
1,56,0,1,4
2,44,1206,2,2
2,33,3161,3,5
1,66,908,2,2
0,53,236,1,5
1,62,2557,1,6
1,60,155,7,1
1,35,189,1,1
2,31,144,11,0
1,37,487,15,2
0,36,-611,1,3
0,36,1,3,20
2,27,3267,13,1
1,41,4004,2,5
0,41,1757,13,8
1,37,675,13,0
1,33,3935,1,12
2,38,350,1,0
0,71,392,2,4
1,34,178,1,1
2,28,524,2,9
1,35,16,5,0
1,42,757,1,2
1,45,0,2,1
1,75,358,11,6
2,27,116,2,2
1,30,8089,2,3
1,60,252,2,2
0,46,-454,1,2
2,25,3090,1,2
0,52,363,1,2
0,42,0,1,1
0,69,247,2,2
1,51,805,4,2
2,39,709,1,7
1,56,0,1,4
1,36,3064,4,19
1,47,926,1,7
2,29,0,1,2
1,51,255,2,2
1,37,0,2,7
1,55,890,2,22
2,42,734,2,5
1,59,259,1,6
1,28,-65,4,1
2,28,2290,1,38
1,48,1093,2,20
1,57,34,1,2
2,32,2360,2,2
1,57,1617,2,1
1,30,152,2,1
1,46,1723,3,1
0,62,5943,4,3
1,37,125,2,11
2,49,1377,1,15
1,36,1133,1,4
2,28,0,2,4
2,25,402,1,4
1,38,865,3,8
2,27,4745,4,6
1,34,3047,1,5
1,40,0,1,5
1,36,1828,1,0
1,34,2037,2,5
1,45,21024,4,1
0,43,0,1,1
1,47,109,1,4
0,35,5724,10,11
0,41,840,1,15
1,34,1813,5,6
2,23,425,1,12
1,48,1741,1,0
2,22,3317,1,2
1,60,197,1,23
2,38,0,1,12
2,28,805,1,5
2,36,1729,1,5
2,29,887,1,5
2,37,33,1,3
1,24,685,3,14
2,31,0,3,3
2,33,34,30,0
2,43,-234,1,9
2,31,6413,2,8
1,77,1780,2,3
0,30,1,9,1
0,54,-125,2,1
2,25,1199,1,4
1,47,3715,2,2
1,43,1924,7,4
0,59,2026,1,6
2,32,35,8,1
2,31,144,2,0
1,54,653,1,5
2,43,733,3,18
2,27,390,2,2
2,24,507,3,3
2,36,328,3,3
2,25,139,1,3
0,40,4,3,1
1,32,444,2,1
0,34,582,3,3
1,56,1119,2,4
0,55,0,5,6
1,50,-185,1,1
1,29,1387,2,4
2,19,291,5,4
1,60,921,15,0
0,56,48,2,2
1,34,88,2,1
2,29,415,1,2
1,57,124,1,4
1,36,1584,1,2
1,44,744,1,9
2,32,550,1,5
1,56,616,1,2
1,58,3108,1,0
1,39,732,4,8
1,37,23,2,6
1,32,4761,2,2
2,27,0,1,2
1,58,327,4,2
1,35,0,1,4
1,34,580,1,6
2,25,3730,1,5
1,50,1537,6,0
1,59,8,1,0
1,50,1321,2,4
1,79,723,3,4
2,36,538,1,5
1,31,2,1,6
2,47,178,6,0
0,78,1389,1,5
1,45,891,1,1
0,35,124,4,0
1,54,24,1,0
2,35,992,1,23
1,75,291,1,5
1,45,840,3,0
1,35,0,1,3
1,40,542,1,30
1,30,1567,4,18
1,32,1388,1,12
1,32,281,5,0
2,36,3560,2,6
0,56,26,4,3
1,50,-168,2,22
1,56,966,1,1
1,30,1235,2,1
2,31,1987,2,0
2,37,-244,1,2
1,48,156,1,4
1,59,496,3,12
0,44,-411,4,7
1,75,643,2,8
0,37,1533,4,9
2,30,306,14,6
0,80,235,1,9
1,77,2590,1,5
1,43,0,2,24
2,45,91,1,2
1,35,350,1,5
1,42,1598,2,24
1,41,-217,1,5
1,80,8304,1,11
2,30,54,2,3
1,41,636,1,17
1,57,1794,3,0
1,54,3395,2,3
1,68,2820,1,2
1,45,103,1,0
2,31,506,4,0
1,41,3872,1,3
1,33,711,2,1
2,25,495,3,2
2,29,3,1,5
1,24,556,2,7
1,30,14355,2,4
1,34,1243,4,2
1,39,151,1,11
2,27,691,2,6
1,55,-636,5,0
2,31,1062,1,13
2,54,467,3,11
1,48,904,2,2
1,79,668,1,6
1,45,180,1,2
1,56,340,1,20
1,38,890,2,0
1,62,2021,1,6
0,83,5944,3,3
2,33,882,1,5
1,50,78,1,2
1,53,230,2,0
2,28,3285,1,1
0,30,377,15,8
2,51,726,8,1
0,55,184,1,0
1,53,9146,4,2
2,31,-475,3,3
1,40,254,3,1
1,35,568,2,1
2,25,2975,2,13
1,53,357,2,2
1,33,0,2,3
2,41,-206,1,5
1,37,1543,1,4
1,35,1254,2,2
1,32,366,2,6
1,45,-106,3,9
1,41,138,3,2
1,35,293,1,16
2,31,131,1,2
1,52,2635,1,5
1,46,3009,2,0
1,60,7038,4,2
2,28,957,2,15
