@relation knn

@attribute Category numeric
@attribute Reviews numeric
@attribute Size numeric
@attribute Genres numeric

@data
18,906,0,18
18,1011,0,18
16,889,16,28
17,4575,3.8,31
32,509,17,102
25,20,26,90
18,93,28,12
18,397147,0,18
17,109263,38,35
30,192677,17,99
3,241,20,5
18,182103,6.9,18
6,11335481,0,9
17,16876,59,47
17,2113,67,35
17,6121,61,35
18,85578,0,18
30,1031045,0,99
30,165723,1.6,99
4,984451,0,6
30,3546,3.7,99
30,430643,4.9,99
30,1615418,0,99
4,542,30,6
30,9879473,40,99
18,4288,10,18
13,124,100,25
17,2399,42,35
18,3478,95,44
22,582,28,87
18,15924,4.2,48
26,3283,3.6,92
30,4016834,0,99
20,903,4.6,85
26,292,7.9,92
23,2506,0,38
26,87,4.3,92
20,594,3.6,85
18,450,5.9,18
18,2772,35,37
18,1997,1.8,18
26,127,9.5,92
18,309,19,18
17,2460,25,35
17,1744,37,35
18,589,3.6,18
18,1667,17,48
6,5387631,0,9
18,856,2.9,18
26,51,3.4,92
3,2915189,0,5
29,11,2.9,98
32,7231017,0,102
20,175523,0,85
29,29,3.5,98
27,1507205,37,93
20,38,1.5,85
17,1704112,0,40
18,2142,47,48
5,1013944,0,7
29,2371543,11,98
30,105,9.1,99
6,137144,32,9
30,24,16,99
25,2447,2.5,90
25,352097,6.7,90
25,75,1.9,90
25,37607,0,90
4,492,27,6
25,12121,0,90
26,65,7.6,92
16,101957,8.2,28
12,205,33,24
25,95080,3.1,90
6,1130966,27,9
3,124970,0,5
22,348,1.5,87
20,637254,0,85
26,1546,4.5,92
24,1162331,0,88
17,1092106,43,40
25,40617,21,90
20,70449,0,85
25,1279109,0,90
0,5754,4.4,0
25,54063,16,90
25,1166,13,90
18,37584,34,34
25,1925,8.3,90
6,142,2.5,9
0,801,3.5,0
25,168487,6.4,90
25,20418,4.3,90
25,58366,6.3,90
0,1216,8.6,0
25,4210,1.9,90
25,12147,0,90
17,10806,49,41
18,355837,3.7,18
0,149,3.5,0
18,22018,53,32
26,126,8,92
17,30515,0,105
17,4878,27,45
26,252,24,92
18,63197,11,44
26,32613,3.2,92
26,8642,3.7,92
25,161,1.2,90
25,514,8.4,90
26,1714,31,92
17,24210,45,35
17,12736,56,31
26,56,26,92
3,586,17,5
25,60,6.9,90
18,44636,0,44
17,3432,99,35
17,10748,47,31
26,916,36,92
24,875,21,88
18,1616,3,32
18,18612,8.5,37
25,88,2,90
16,2160,15,28
18,5898,50,18
18,38517,17,18
26,1235841,0,92
18,5227,1.9,12
18,281448,70,62
30,436170,0,99
18,1131937,41,18
18,721646,99,44
18,1499466,96,32
6,4188345,16,9
17,285814,84,35
25,351267,5,90
25,16936,5,90
18,36214,0,14
18,130549,0,18
17,74842,99,35
17,45871,99,35
25,5180480,26,90
26,2591610,0,92
27,427185,0,93
18,50771,0,12
26,7464996,0,92
18,4421,37,36
25,337242,0,90
25,387958,9,90
17,229329,88,35
18,97071,87,36
18,853495,78,36
18,5894,67,36
17,96028,59,31
20,695576,0,85
25,295430,1.4,90
17,121612,59,35
22,1075016,47,87
18,367951,76,36
17,1987,62,35
17,650114,80,35
25,605,3.8,90
17,41444,56,35
18,62301,72,36
16,405,25,28
17,145,79,35
18,3976,98,36
26,201,68,92
17,1655,91,35
17,11258,44,35
17,11408,96,35
17,306,61,45
17,94661,0,35
18,99,19,36
26,71829,8.8,92
17,13604,96,35
22,142,7.7,87
25,1721,0,90
26,24198,2.2,92
17,24697,16,35
17,8537,29,35
17,180,24,35
26,29540,4.3,92
18,133,48,32
26,63699,2.3,92
13,272172,13,25
13,1886,7.6,25
18,253115,99,37
18,10,22,32
13,55571,12,25
18,384602,88,48
18,227401,91,37
18,596628,99,32
13,69279,10,25
13,18921,0,25
18,3881752,57,32
30,1628,18,99
13,3908,33,25
13,2105,8.2,25
13,2901,0,25
17,2610328,46,31
18,2634605,63,48
30,32,0,99
13,44939,0,25
13,37224,0,25
17,829753,48,31
13,48253,0,25
18,111,48,37
21,454,18,86
18,2371,8.3,55
18,96,54,32
13,5103,0,25
18,9,30,32
18,630,8.3,55
13,527,23,25
13,2067,8.4,25
17,3846378,82,41
25,533,5,90
22,5967,17,87
17,1218055,45,31
13,793,40,25
13,27501,7,25
13,21,3.8,25
13,18604,15,25
13,12906,8.5,25
13,224,0,25
25,40934,5.2,90
4,537,0,6
25,4786,13,90
17,42529,92,35
25,472,2,90
25,29854,5,90
18,3270,1.8,18
18,402,1.7,18
16,71,24,28
25,41,23,90
25,7816,5.1,90
25,409,7.9,90
25,362,7.8,90
25,147,4.2,90
25,60,18,90
25,48,3.3,90
25,3043,7.7,90
3,27,3.1,5
25,336,27,90
27,11,0,93
25,383,26,90
25,3263,3,90
25,1041,28,90
25,126,11,90
16,377,6.1,28
25,448,26,90
25,822,5,90
4,84,2.1,6
27,166,6.1,93
16,45,2.2,28
31,23291,14,101
18,353,2.3,18
25,114340,28,90
26,66473,3,92
14,1450,9.7,26
25,1298,3.4,90
18,119,3.9,18
25,32,9.4,90
25,332,26,90
25,566,27,90
22,130,4.4,87
25,163,26,90
25,3632,3.2,90
25,9514,7,90
6,152470,0,9
27,5107,1.4,93
25,9221,1.7,90
31,10369,0,101
30,5639,0,99
25,1586,1.5,90
6,121113,39,9
6,2265084,6.1,9
25,14491,4.3,90
30,2976,0,99
13,1075,8.3,25
25,208,0,90
6,8769,2.1,9
29,3005,26,98
27,3362,0,93
27,9914,3.2,93
25,1774,4.1,90
5,705,20,7
25,18751,3.6,90
6,107,44,9
29,25243,26,98
17,100,17,45
25,319,1.1,90
27,52677,2.9,93
18,118,24,12
30,8696,14,99
27,10672,6.9,93
4,7,12,6
25,999,0,90
20,204,9.4,85
25,6267,1.7,90
27,16,0,93
6,40241,0,9
17,37302,35,33
29,3252,3.8,98
27,66,0,93
16,317,0,28
4,29331,20,6
25,457,1.1,90
25,1555,4.1,90
4,1828,13,6
18,30,0,18
25,315,8.3,90
27,1343,9,93
18,20178,9,37
25,77302,0,90
25,2,3.3,90
21,85782,0,86
21,20476,28,86
18,29708,19,18
30,39495,59,99
18,464,1.9,12
18,2171,12,37
27,63,1.8,93
17,652,30,35
18,6973,0,32
23,8100,0,38
17,61746,0,105
17,960,18,35
17,17263,0,33
17,30002,29,105
18,5262,26,32
17,41759,12,31
17,4569,12,31
17,18277,17,31
17,721,18,105
17,1776,26,33
23,8638,0,38
17,1417,17,33
17,8581,12,31
25,19,0,90
18,109,7.5,18
17,74902,0,41
1,64,66,3
3,14,30,5
17,6988,35,41
17,2588,26,41
17,358,15,33
17,804,27,35
17,533,39,35
3,263,9.1,5
30,238459,35,99
10,120,5.1,22
18,557,6.7,12
17,17876,37,41
22,4726,3.9,87
23,926,7.6,38
24,194,0,88
17,14,6.6,45
30,74531,32,99
21,208,0,86
22,77,1.2,87
22,165224,15,87
31,210,18,101
13,136,15,25
18,726,19,44
5,5,4.1,7
22,130063,5.6,87
18,12,3.5,18
19,4559,6.4,84
22,30,3,87
19,93,0,84
11,51,11,23
25,2221,4.9,90
18,503757,0,18
21,13,1.3,86
25,75,4.7,90
31,20,3.1,101
22,79792,0,87
22,626366,0,87
22,3396,0,87
22,116769,2,87
22,38055,4.1,87
16,7,3.4,28
22,7479,13,87
31,46,46,101
22,26530,3.9,87
22,76484,0,87
22,6,3.5,87
18,1450632,0,18
22,61990,0,87
17,94761,17,35
23,152653,17,38
3,52312,11,5
25,4931562,0,90
18,306652,64,36
16,23453,10,28
22,50893,35,87
22,2215,12,87
22,9013,2.4,87
6,88,3.7,9
3,114,6.3,5
17,164,22,45
6,185,3.7,9
27,85,44,93
3,20,9.7,5
25,7,2.7,90
18,623,47,44
18,6738,56,44
11,19,24,23
27,3,16,93
21,68,6.5,86
17,13,27,41
4,3,36,6
16,3,8.6,28
27,64,15,93
20,30,13,85
15,375,15,27
4,6,74,6
3,295,6.9,5
25,12,8.7,90
18,2931,0,18
13,5,59,25
25,33,0,90
26,644,59,92
19,1,27,84
18,536,10,32
25,7,0,90
19,3,28,84
18,1998,9.8,32
19,5,28,84
18,30,0,18
6,4,5.4,9
19,1,28,84
19,2,29,84
19,4,27,84
17,1088,86,35
23,1689,5.7,38
19,5,27,84
17,256,9.1,35
18,45458,35,18
0,486,5.9,0
18,949,1.2,18
18,76,39,44
18,80927,27,18
18,51,3.2,18
18,339,4.2,12
18,116973,31,37
25,89,3.9,90
18,3597,25,18
25,66,0,90
19,1976,69,84
25,448,4.3,90
27,25627,9.8,93
2,40,13,4
32,55313,16,102
18,27,4.2,12
25,97,99,90
31,43,2.3,101
18,40,3.6,18
27,22,26,93
27,8,3.2,93
18,32,2.8,18
27,2087,8.3,93
22,529,0,87
25,26,3.8,90
27,41624,3.4,93
18,20,3.5,32
26,1891,1.9,92
18,8,3.3,12
22,65766,0,87
22,346681,7.1,87
20,3,7.9,85
18,1407,1.4,18
27,3,7.5,93
22,20,4.3,87
27,91,2.8,93
27,43,48,93
18,253,14,18
18,71,5.7,36
16,89,0,28
18,361734,58,34
17,2975,42,31
18,1564,35,55
18,6750,43,32
20,3873,63,85
18,74744,60,36
22,44,2.8,87
18,107441,32,43
18,31,7.3,12
11,135,5.3,23
3,12,50,5
22,2,7.5,87
17,9,26,46
17,8,4.2,33
18,22,31,37
30,18,1.7,99
21,9,0,86
18,1,63,12
21,134,0,86
16,2,22,28
26,21,3.6,92
0,48,25,0
26,5,35,92
0,18,3.6,0
26,2,35,92
18,18893,91,34
26,4,31,92
18,26916,67,34
18,1,8.2,18
18,1031,48,18
18,345,14,44
18,656,2.9,18
26,585,4.4,92
17,21,89,31
18,734,13,18
18,7,3.8,18
26,37,15,92
18,165,25,18
17,807226,34,35
26,322,6.8,92
17,91,24,35
16,6,3.4,28
18,23971,24,44
26,25,46,92
18,2,33,44
17,145931,43,35
17,1343106,56,35
25,54,2.8,90
18,21,26,44
26,5,8.8,92
6,9,4.2,9
25,71,7,90
17,243121,38,31
30,23,2.1,99
18,33812,12,18
1,47,58,3
18,283,18,12
17,82827,20,31
31,803,8,101
18,302,3,12
23,19,12,38
23,459,8,38
24,71,28,88
18,218,29,12
3,218451,4.7,5
24,1291,40,88
3,57400,14,5
16,284670,0,28
3,445756,16,5
3,361780,9.7,5
3,41608,49,5
18,9952,3.7,18
31,24456,0,101
3,2319,27,5
18,7878,3.6,12
18,6696,5.3,12
27,4832,2.4,93
18,173394,8.5,12
18,2654,6.7,12
3,96419,0,5
31,13620,9,101
18,199,0,12
13,979,0,25
3,12322,27,5
3,29551,67,5
18,47463,22,12
3,1340,11,5
3,55011,68,5
18,7116,40,12
16,759,15,28
3,497826,0,5
3,1777,23,5
16,518,4.2,28
3,1201,2.9,5
16,1133393,0,28
3,3234,85,5
16,3547,1.8,28
18,1455,1.1,18
21,141584,22,86
18,856,8.7,18
16,411,2.6,28
11,1867,4.7,23
16,41,2.9,28
11,93,22,23
11,472,0,23
16,134,1.8,28
11,459,2,23
18,201,2.7,18
17,208501,56,45
11,129,2.7,23
4,213,2.9,6
18,217,4.9,18
17,630,20,45
24,39,12,88
11,180,3.8,23
24,68,4.2,88
16,126,1.4,28
31,4581,21,101
11,36,41,23
25,1313,0,90
18,1493,57,36
17,4537,15,47
17,5849,5.1,47
31,327,31,101
18,33944,28,36
17,10256,39,35
18,484858,0,36
16,8004,34,28
18,636228,0,32
18,931503,31,44
18,245839,76,32
23,68072,40,38
17,210317,46,45
18,1333338,8.7,32
18,899748,80,32
4,23729,24,6
17,406511,21,35
20,315390,0,85
16,179139,9.7,28
17,104389,12,45
22,10847682,0,87
22,559931,0,87
18,130689,57,44
16,234971,81,28
20,228737,0,85
4,72202,6.7,6
19,2570,3.8,84
18,14145,5.9,36
19,25,46,84
10,9,3.3,22
17,21223,48,45
25,32,33,90
17,438911,99,35
6,2063,4.5,9
18,45771,28,18
18,7148,8.1,106
18,19209,21,64
18,29495,56,44
23,666246,25,38
23,1721943,26,38
17,8219586,99,35
18,690148,25,36
17,579519,99,35
23,170973,43,38
17,62636,17,35
18,123136,80,44
17,250197,44,35
23,221722,0,38
18,29838,0,18
18,1012,12,18
23,183004,100,38
18,143087,69,48
23,652940,90,38
17,336386,88,35
18,5195,64,18
23,91935,39,38
17,1381624,54,35
23,92522,56,38
18,45370,14,44
20,41269,0,85
18,394842,75,34
23,1008012,13,38
18,302,8.1,54
18,1231,0,37
18,1443,20,18
23,148083,57,38
18,31596,31,44
18,598975,39,44
18,275,29,37
24,64164,3.6,88
18,16063,3.8,32
31,76616,4.6,101
27,22,0,93
18,3,2.1,12
6,684,0,9
18,117,13,12
25,177,2.8,90
31,188,9.9,101
16,22,2.5,28
18,19,5.4,12
18,45,1.3,12
25,25,2.5,90
25,23,0,90
18,513,1.6,12
25,11018,25,90
25,676,5.4,90
18,3,1.5,12
25,3,5.3,90
25,478,2,90
18,55,5.4,12
18,88,41,12
18,21,5.4,12
6,138,2.4,9
18,87,5.4,12
18,105,9,12
31,13166,25,101
18,7,1.2,12
26,5,45,92
18,29,5.3,12
25,70,3.2,90
18,10,73,104
18,242,5.4,12
18,1,0,12
25,3743,5.6,90
18,37,9.5,12
18,19,5.4,12
20,5,2.6,85
18,1,96,12
23,129409,73,38
18,7,5.4,12
18,22667,35,48
18,10114,48,32
18,48427,0,37
17,4704,37,31
18,28,26,37
18,11,2.9,18
19,265,0,84
17,57,12,40
6,541661,0,9
18,4,52,12
18,25,0,12
18,1,49,11
29,2052407,0,98
6,560,37,9
26,41000,2,92
32,616742,0,102
17,161637,82,35
27,349151,0,93
25,169369,0,90
18,218881,37,48
18,31134,48,48
18,242722,54,48
18,244039,46,48
18,720685,51,48
18,84389,48,48
17,137696,55,40
18,322976,0,44
18,254,25,36
17,898,33,45
17,22435,100,35
18,308944,70,44
20,16801,0,85
18,906,9.2,18
17,391325,43,45
18,28735,91,32
18,580160,29,44
14,353813,0,26
17,862,44,35
17,17,30,31
17,1226514,99,35
17,19070,90,35
14,118,72,26
21,20247,47,86
31,63640,23,101
21,25717,0,86
17,1363,26,31
25,1602,5,90
22,1017237,0,87
18,128,20,18
18,1354,30,44
18,211,37,18
18,410,28,18
18,83,85,12
18,1745,0,44
18,131,22,44
18,53,82,37
17,20,65,35
24,25,43,88
17,469,80,45
4,25195,21,6
3,9636,0,5
18,22,90,18
17,153,67,35
18,17,32,18
18,1152,2.7,18
18,20,36,44
27,29,35,93
18,36268,41,18
18,153,0,44
18,740,71,44
18,284,70,44
23,20879,22,38
23,76340,14,38
16,2563,0,28
23,4374,53,38
16,23966,0,28
13,961,1.3,25
13,114,1.6,25
16,246201,0,28
17,125652,56,35
18,1407,3.4,48
16,448,3.1,28
17,11379,20,31
13,2057,6.2,25
16,28,0,28
6,42329,0,9
18,344283,95,48
16,258717,9.4,28
27,40437,0,93
17,51787,0,31
17,531074,2.5,31
6,171052,0,9
18,807155,93,44
13,480208,70,25
30,29867,1.7,99
18,450013,37,37
18,228130,70,36
13,111465,0,25
11,348132,0,23
16,155693,0,28
25,81668,0,90
18,11773,3.3,18
27,870928,16,93
26,495748,0,92
17,407788,19,35
18,118285,22,44
6,347086,0,9
18,379245,68,43
27,144873,0,93
30,326232,0,99
13,318134,0,25
18,2445,34,18
18,65119,46,36
18,34898,92,36
17,889425,45,35
17,1041836,50,35
18,17945,9.5,18
23,82857,0,38
17,47151,36,35
18,107765,78,36
24,57556,0,88
18,37165,22,44
18,174127,48,44
30,4706,1.5,99
18,73919,40,36
18,532,6.5,104
17,344819,51,35
18,9335,12,18
17,100805,50,35
18,15875,40,44
17,23168,54,45
17,2628,45,45
18,235486,63,18
17,2717,4,35
18,24123,69,18
17,7728,39,45
17,2180,55,35
17,59223,46,35
17,16162,99,35
17,596,91,45
17,1976,21,35
17,6698,46,35
17,21266,45,35
17,4041,24,31
17,2691,52,45
17,27856,50,35
20,5369,63,85
18,9126,5.8,36
3,568922,0,5
17,85278,23,39
17,16521,23,39
12,70,26,24
16,28,8.8,28
17,91667,27,31
18,664,2.1,12
16,212,12,28
29,1185,5,98
32,440,23,102
18,681,8.2,12
23,17,14,38
18,623,8.5,12
14,14657,0,26
17,2433,47,39
18,1827,12,12
11,30,17,23
18,97,3.9,12
18,762,4.1,12
20,58,15,85
6,16,3.3,9
4,128,6.7,6
25,498,11,90
31,48,4.1,101
18,23609,31,32
17,24312,25,39
16,57,5.8,28
14,874,12,26
4,2,14,6
23,27,78,38
17,29462,44,39
17,159063,85,39
4,294,9.8,6
31,697,5.7,101
25,6207063,0,90
25,631,0,90
27,617,46,93
3,215,30,5
18,25,47,12
18,6,23,18
25,35,0,90
18,1275373,91,48
30,43,44,99
30,258277,0,99
30,171,4.8,99
6,1434,9.5,9
30,22,19,99
25,701,7.3,90
25,2420,1.8,90
11,251,5.7,23
18,11,7.3,18
22,90,4,87
25,1170641,26,90
18,174,5.6,18
25,150,7.3,90
18,259,49,12
16,9,8.7,28
25,2598579,49,90
27,574719,20,93
16,250,7.3,28
30,78,0,99
3,98,6.3,5
25,27,3.4,90
27,24,22,93
18,91,25,12
25,78629,6.3,90
17,955614,82,35
16,82,8.7,28
25,648380,24,90
6,7317,0,9
18,4,43,32
30,1659,3.7,99
12,14,13,24
22,18325,0,87
3,8,3.9,5
25,725,3,90
25,2158,3,90
17,7718,46,35
25,249,3,90
31,9,17,101
17,29062,63,105
18,11,17,12
25,484,2.9,90
25,202,2.9,90
25,40,2.7,90
31,1948,0,101
25,9,4.7,90
25,52,3,90
25,294,3,90
17,35572,0,31
4,20973,31,6
3,5,4.3,5
17,492,63,35
4,114,8.6,6
17,1604146,57,35
26,285,0,92
29,260137,13,98
18,2079,5.6,18
4,8346,0,6
26,7264,0,92
27,6205,0,93
30,1156,23,99
3,6,1.6,5
12,1,24,24
27,127,5.9,93
29,19666,0,98
31,2808,0,101
18,54,44,18
18,24775,30,37
17,3845,76,31
4,244,0,6
30,15765,10,99
16,305,44,28
17,141,19,31
11,4546,3,23
17,21,15,31
17,924,43,31
30,569,2.6,99
17,29,31,31
17,8,25,31
17,52,33,35
25,17,7.4,90
25,56,2.3,90
17,15806,42,31
18,2,0,32
17,440,9.1,31
17,69,2.8,35
13,94,30,25
17,53,14,45
18,291,37,44
17,71,52,35
18,53,4.4,12
17,6344,32,35
16,10,3.4,28
23,12,23,38
17,6,61,35
17,7,15,31
18,10446,64,32
26,9,12,92
17,82,4.4,35
30,11,3.6,99
21,2,2.9,86
3,111,10,5
18,11,7.2,18
25,12,3.8,90
22,1213,1.1,87
3,72,1.9,5
17,489,36,31
16,484,0,28
18,23,17,12
16,2954,0,28
3,27,4.3,5
18,41,4,12
18,7168735,0,18
29,115,5.1,98
25,9895,2.7,90
17,162530,97,41
18,39779,19,100
17,254518,100,35
26,647721,0,92
17,88901,73,35
18,65146,100,44
30,104551,18,99
26,66321,18,92
17,29270,44,35
30,751911,0,99
6,1520,5.2,9
18,97,8.9,18
15,11087,34,27
18,26426,30,11
22,2332,1.6,87
27,2728,4.4,93
25,60,3.7,90
18,227,11,12
25,24,4.7,90
16,132,33,28
11,463,13,23
30,70,14,99
19,3,7.3,84
18,306,0,32
17,162,37,31
11,44,13,23
18,24,13,18
18,12,8.4,12
24,201,45,88
16,386,7.9,28
11,100,11,23
18,285,6.2,12
4,16,3.7,6
18,13,6,18
3,9,8.8,5
24,43,22,88
18,109,30,12
3,5300,11,5
13,265,4.1,25
18,13,3.4,12
24,65,13,88
18,112,39,12
18,367,5.1,18
5,126,4.7,7
16,127,5.5,28
24,134,5.3,88
25,149,2.8,90
24,40,9,88
24,25726,51,88
11,31,0,23
11,23,0,23
4,87,26,6
11,36,9.4,23
27,22,2.4,93
18,1734,5.8,36
17,2,20,31
17,196,35,45
28,20,17,94
18,303,42,18
18,23,35,55
18,226,26,11
18,66,17,55
18,32,60,12
18,285,25,12
18,1491,38,12
18,13,2,18
16,592,2.5,28
18,181,9.2,18
5,690,0,7
18,227,15,55
13,287,12,25
31,677,4.4,101
31,27,14,101
25,8,6.7,90
25,26,2.2,90
18,79826,0,36
31,3647,5.7,101
23,242096,87,38
24,862,30,88
17,3452530,68,35
24,16973,0,88
18,1424,19,104
17,169661,40,31
23,172,49,38
18,7441,52,36
23,55,63,38
19,496,24,84
23,25,6,38
18,11,17,12
18,31,4.2,32
18,21,32,12
18,10,0,18
32,43252,0,102
16,492,4.3,28
3,5,7.2,5
19,8,1.2,84
27,4,31,93
24,7,17,88
18,36151,46,44
16,113,20,28
28,8343,8.3,94
25,27,5,90
17,209,22,105
18,1,2,12
24,382,12,88
22,5,5.5,87
30,8,14,99
27,27135,0,93
24,20,15,88
18,7,81,12
23,20,8.9,38
10,7,0,22
24,1,3,88
19,112,13,84
18,14,11,12
18,4,29,12
32,6230,0,102
16,3,2.6,28
18,4,1.7,18
18,5,5.4,12
18,137377,30,44
18,7461,31,18
16,120,14,28
19,17,37,84
18,39109,4,18
4,5988,0,6
6,10341,6.9,9
18,193,14,18
25,21,0,90
13,45,13,25
5,1476,18,7
18,539,13,18
31,30,3.8,101
11,289,3.2,23
18,540,3.2,18
5,4496,0,7
4,9,1.7,6
27,247,4,93
3,123,6.5,5
27,93,14,93
3,197,2.8,5
18,16,33,44
18,5,3.3,18
32,49,3.9,102
27,41,15,93
23,1238,9.5,38
18,205,7.3,12
18,12,2.4,12
6,474,3,9
18,69,3.5,18
20,2,2.4,85
6,29,13,9
3,4071,0,5
23,142,5.3,38
11,103,6.9,23
18,12,2.3,12
18,3347,15,18
18,983,7.2,12
4,63,13,6
25,1988,7.3,90
25,29,3.3,90
25,3491,7.3,90
25,533,7.3,90
18,2,2.6,12
6,7,0,9
16,15,4.5,28
6,6,21,9
6,7,5.3,9
31,13,2.3,101
11,967,22,23
17,4396,40,47
22,192851,0,87
16,8418,21,28
18,9443,21,44
22,3156484,53,87
20,20,1.2,85
13,787,53,25
26,838,11,92
18,2806,27,18
18,66033,6.8,32
23,7557,7.4,38
26,44,3.5,92
22,560,1.7,87
29,54090,4,98
18,3103,8.8,18
18,48545,38,32
18,18,1.7,18
23,3451011,0,38
32,618562,0,102
23,4330,6.1,38
18,484226,27,32
22,28390,38,87
5,78,2.8,7
18,67,6.5,18
26,1580,3.6,92
18,556929,53,32
18,146,3.9,18
17,1535581,0,35
20,2520,12,85
18,559597,89,44
20,305367,46,85
17,128367,54,31
25,103909,9.2,90
18,76608,24,50
17,275843,41,45
18,123309,25,19
17,263907,62,35
17,32,27,31
17,1849,37,46
18,63,3.7,18
6,39,4.6,9
6,141,9.9,9
30,3066,9,99
18,262,29,37
18,256,2.5,18
18,28892,6.3,18
17,634159,58,35
18,32,4.1,12
13,19,9.6,25
25,428,3.8,90
18,1542,13,18
18,105,51,32
18,17067,2.7,32
17,3322,82,35
13,2509,5,25
17,7699,83,35
18,5,2.5,18
18,19,2.5,18
18,447,3.7,18
18,17,4.6,18
17,29798,80,35
25,412,2.6,90
18,72,2.5,18
18,3,10,18
22,4724,0,87
18,407,0,18
18,1073,2.8,18
17,63056,8.1,40
4,509,3.2,6
16,3,3.3,28
23,64,1.6,38
25,7,5.6,90
1,4,4.5,3
20,22,11,85
19,643,2.8,84
19,87,2.8,84
25,198,2.8,90
22,11,17,87
18,6,2.9,18
16,17,19,28
25,218,4.1,90
16,275,3.9,28
18,50,2.8,18
22,81219,2.6,87
27,16,2.6,93
25,5,9.1,90
30,64,2,99
18,16,10,12
32,4,0,102
20,111,5.9,85
1,276,1.7,3
30,694,0,99
22,35188,6.2,87
17,31883,20,35
25,4,4.8,90
24,89,0,88
24,3,2.4,88
24,103,9.8,88
17,101762,11,35
22,28660,6.4,87
18,20101,7.8,48
17,10440,86,35
13,10,4,25
22,267378,1.9,87
11,2017,2.4,23
17,142693,21,35
30,47,8.7,99
25,80,1.7,90
22,2076,11,87
22,7118,9.2,87
19,21187,35,84
16,34079,9.2,28
30,4334,4.9,99
25,1439,15,90
17,1644,15,46
4,1630,2.2,6
18,7,2.1,12
18,10758,8,30
26,2390099,0,92
13,9612,3.5,25
18,5442,16,48
17,205830,63,46
18,3049,0,12
21,867,7.5,86
22,14453,21,87
19,6079,1.8,84
22,129268,11,87
27,167406,18,93
17,128579,0,35
17,389,0,46
21,8175,3.2,86
25,8114,0,90
25,6,33,90
19,4027,8.4,84
21,17180,31,86
13,141,22,25
2,2,3.6,4
23,26,15,38
3,286,18,5
1,27,2.5,3
18,11,16,18
22,675,15,87
18,2,8.7,12
25,2055,2.6,90
16,2,6,28
22,42,20,87
18,12,28,12
3,53,16,5
1,29,0,3
6,7,6,9
13,219,1.8,25
13,577,3.7,25
21,35479,16,86
18,7420,7.4,48
13,10,3.3,25
11,58,3.5,23
24,19,14,88
4,91,8.9,6
11,5055,17,23
20,3640,9.1,85
4,1819,10,6
11,180,27,23
31,22,25,101
4,16,33,6
16,43,30,28
18,2312084,0,18
4,23,28,6
7,66,7.3,10
4,3,23,6
4,76,0,6
16,77,0,28
11,2,2.7,23
4,282,7.7,6
18,7,3.5,12
11,337,3.3,23
20,284795,31,85
4,45,12,6
18,12,8.1,12
23,5644,14,38
20,63765,11,85
7,313769,0,10
17,12,18,31
7,305737,0,10
16,1118201,0,28
3,899010,0,5
20,1259723,76,85
18,181961,18,12
18,205914,54,12
3,341234,30,5
6,1042170,0,9
3,42729,0,5
25,29944,2.1,90
17,212067,48,41
17,155694,92,46
7,285838,15,10
18,344383,30,32
11,129305,0,23
18,104676,2.6,12
21,4099,17,86
21,4722,35,86
21,69,11,86
17,501,65,105
18,226,25,32
17,17,4.8,33
17,20,4.8,33
18,13,17,18
13,38,24,25
18,16,26,32
17,11,4.8,33
27,616,0,93
17,1,4.9,33
18,103,36,44
25,4010,8.7,90
17,325,23,105
18,35121,5.1,18
17,341,26,105
30,381023,53,99
18,3,1.8,12
26,26601,5.4,92
21,55,8,86
18,68664,55,44
17,524467,33,105
17,17,4.7,105
4,3,1.5,6
17,52199,0,105
18,6333,30,18
18,4,54,104
18,956,10,18
23,969,3.6,38
18,1469,5.2,18
17,2066,25,105
25,1166,0,90
17,26744,51,105
22,802,5.1,87
17,1686,4.6,105
16,41747,39,28
16,19221,13,28
12,2448,19,24
16,17,3.1,28
25,928,0,90
16,33,2.4,28
16,1,3.2,28
18,13,2.1,18
25,534,3,90
22,20,4.8,87
26,248,2.8,92
12,41,4,24
25,6,11,90
20,5793284,0,85
18,634,1.8,12
16,19,3.1,28
18,39,20,12
20,549,17,85
13,4,28,25
20,308,0,85
16,9,3.1,28
16,29,3.2,28
30,277,6.8,99
18,30,99,18
18,125,17,32
18,445,12,32
16,301,25,28
18,160,13,18
18,150,5.9,18
4,8,3.7,6
18,100,4.5,12
18,106,3.9,12
16,10,3,28
18,222,1.4,18
11,4,11,23
16,4160,30,28
18,616,25,32
17,415,52,45
18,2614,6.3,44
18,304,4.7,18
18,2683,25,44
18,3379,62,44
5,33783,6.4,7
5,28447,15,7
17,125,70,45
32,230,12,102
5,1462,7.1,7
18,8419,47,48
18,4,23,32
5,4205,10,7
17,1563,40,45
17,355,53,45
18,1901,8.2,44
18,6073,8.5,44
25,9,33,90
5,190,34,7
18,45,23,32
21,21,2.5,86
22,52,1.8,87
5,7326,0,7
18,1318,24,44
24,98,2,88
25,15,1.2,90
18,855,7,18
26,18,2.1,92
26,289,2.7,92
11,23,93,23
17,267,40,35
32,124,3.4,102
17,21,9,31
25,33,1,90
26,279,1.1,92
17,496,39,33
6,12843436,0,9
12,51543,0,24
16,320,31,28
23,9765,14,38
11,798,29,23
25,783,4.2,90
4,13,5.3,6
23,84,6.3,38
11,196,27,23
25,83,3.1,90
6,78,2.5,9
3,659,5,5
23,1520,6.3,38
23,2710,4.8,38
3,28,0,5
18,6,9.2,12
1,2,34,3
13,622,2.5,25
21,192,36,86
